"MONTH_NAME","strikes","pct"
"Jan",10830,3.15228780998952
"Feb",10372,3.01897776225405
"Mar",16064,4.67574804983118
"Apr",24343,7.0855163581325
"May",33851,9.85300966352311
"Jun",28667,8.34410292234253
"Jul",43710,12.7226685295145
"Aug",48114,14.0045406915823
"Sep",46595,13.5624054022587
"Oct",43782,12.7436255675864
"Nov",23840,6.93910816160205
"Dec",13392,3.89800908138316
